"COUNTRY","Country","ISC11_LEVEL_CAT","Level of education","REF_SECTOR","Reference sector","INDICATOR","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,4.79,,
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,,"x","Data included in another category"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,,"z","Not applicable"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_IND","Independent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,,"M","Missing value; data cannot exist"
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,15.615,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,15.612,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,15.433,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,15.168,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,15.124,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,15.386,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,15.368,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,15.31,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,15.035,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,15.05,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,16.145,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,16.186,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,15.72,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,15.488,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,15.303,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,16.145,,
"AUS","Australia","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,16.186,,
